longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
0.2139959432048677,0.5642933049946866,0.9999999999999999,0.25737877723120167,0.16220880069025023,0.15760869565217392,0.16055045871559634,0.8996325585110632,0.721533130280115,0.0,0.0,1.0,0.0
0.21298174442190643,0.5642933049946866,0.9999999999999999,0.22347153900210823,0.2010353753235548,0.1774296675191816,0.19908256880733946,0.6847192267753015,0.6984167414025226,0.0,0.0,1.0,0.0
0.21298174442190643,0.5642933049946866,0.9999999999999999,0.2854884047786367,0.23986194995685936,0.1796675191815857,0.23577981651376148,0.445496179141039,0.7003431071423221,0.0,0.0,1.0,0.0
0.21298174442190643,0.5642933049946866,0.9999999999999999,0.16110330288123684,0.182053494391717,0.13107416879795397,0.17522935779816515,0.4708709428335598,0.545163644769596,0.0,0.0,1.0,0.0
0.21298174442190643,0.5632306057385765,0.9999999999999999,0.4450105411103303,0.4201898188093184,0.3487851662404093,0.46972477064220186,0.42058737385840195,0.6083056329074639,0.0,0.0,1.0,0.0
0.21298174442190643,0.5632306057385765,0.9999999999999999,0.544975404075896,0.5910267471958585,0.3689258312020461,0.5917431192660552,0.34881646563889557,0.48459014428479397,0.0,0.0,1.0,0.0
0.21196754563894338,0.5632306057385765,0.8039215686274509,0.44852424455375967,0.5720448662640206,0.38459079283887476,0.5440366972477064,0.21041350480602822,0.45312617053473775,0.0,0.0,1.0,0.0
0.21298174442190643,0.5632306057385765,0.9999999999999999,0.6231553056921996,0.6082830025884383,0.4948849104859336,0.653211009174312,0.4248608781319062,0.5267561499226243,0.0,0.0,1.0,0.0
0.21196754563894338,0.5642933049946866,0.9999999999999999,0.3865073787772312,0.3727351164797239,0.28996163682864456,0.3669724770642202,0.3598796495992758,0.5704204400247431,0.0,0.0,1.0,0.0
0.21196754563894338,0.5642933049946866,0.9999999999999999,0.615073787772312,0.6471095772217429,0.47985933503836325,0.6715596330275231,0.36885267726389226,0.4854463068358158,0.0,0.0,1.0,0.0
0.21196754563894338,0.5642933049946866,0.9999999999999999,0.43728039353478565,0.40724762726488356,0.3500639386189259,0.42752293577981654,0.3428255717975345,0.4248728063510138,0.0,0.0,1.0,0.0
0.21196754563894338,0.5632306057385765,0.9999999999999999,0.1219255094869993,0.16307161345987922,0.10933503836317136,0.1577981651376147,0.28938679873259315,0.3773557847692963,0.0,0.0,1.0,0.0
0.21196754563894338,0.5642933049946866,0.9999999999999999,0.4639845397048489,0.5383951682484901,0.38650895140664965,0.5669724770642202,0.18861996432089895,0.3086487400497859,0.0,0.0,1.0,0.0
0.21196754563894338,0.5642933049946866,0.9607843137254901,0.19641602248770204,0.24245038826574636,0.2218670076726343,0.24036697247706423,0.21635114625768836,0.2675529376007329,0.0,0.0,1.0,0.0
0.21095334685598388,0.5642933049946866,0.9999999999999999,0.34504567814476456,0.29767040552200175,0.2525575447570333,0.30183486238532115,0.30288627952179353,0.2943080173201684,0.0,0.0,1.0,0.0
0.21095334685598388,0.5642933049946866,0.9999999999999999,0.21539002108222066,0.25107851596203623,0.20620204603580564,0.27614678899082573,0.2157121175812765,0.30072923645283295,0.0,0.0,1.0,0.0
0.21196754563894338,0.5632306057385765,0.9607843137254901,0.3930077301475755,0.3908541846419327,0.31553708439897704,0.3825688073394496,0.19852490880528267,0.30757853686100844,0.0,0.0,1.0,0.0
0.21095334685598388,0.5632306057385765,0.9999999999999999,0.2637034434293745,0.2553925798101812,0.2196291560102302,0.2504587155963303,0.28002769124264454,0.31656824364673875,0.0,0.0,1.0,0.0
0.21095334685598388,0.5642933049946866,0.7647058823529411,0.1315881939564301,0.1570319240724763,0.12979539641943735,0.15045871559633028,0.11421306281119366,0.2836059854323942,0.0,0.0,1.0,0.0
0.21095334685598388,0.5642933049946866,0.8039215686274509,0.2875966268446943,0.31492666091458155,0.29603580562659854,0.3339449541284404,0.16156775035279708,0.30993298387631874,0.0,0.0,1.0,0.0
0.21095334685598388,0.5632306057385765,0.9999999999999999,0.42761770906535485,0.4650560828300259,0.32352941176470595,0.43669724770642204,0.16309875655670053,0.21168833114655147,0.0,0.0,1.0,0.0
0.21095334685598388,0.5632306057385765,0.9999999999999999,0.29620520028109626,0.28904227782571185,0.27173913043478265,0.2963302752293578,0.22375322842612566,0.1812945605852727,0.0,0.0,1.0,0.0
0.21095334685598388,0.5632306057385765,0.9999999999999999,0.39037245256500347,0.3753235547886109,0.3206521739130435,0.3853211009174312,0.2795883590276114,0.25171393040682705,0.0,0.0,1.0,0.0
0.20993914807302083,0.5642933049946866,0.7843137254901961,0.09364019676739284,0.10440034512510786,0.100383631713555,0.10733944954128441,0.25346806187927684,0.19798973033020048,0.0,0.0,1.0,0.0
0.20993914807302083,0.5642933049946866,0.9411764705882353,0.19817287420941673,0.20880069025021572,0.19309462915601025,0.21743119266055047,0.26091008333998994,0.16866616295769915,0.0,0.0,1.0,0.0
0.20993914807302083,0.5642933049946866,0.9999999999999999,0.3330990864371047,0.36151855047454706,0.3513427109974425,0.3623853211009174,0.17414862741965548,0.1937089175750908,0.0,0.0,1.0,0.0
0.20993914807302083,0.5632306057385765,0.9607843137254901,0.36542515811665494,0.4227782571182054,0.360613810741688,0.43211009174311926,0.15210213808344653,0.20098629925877726,0.0,0.0,1.0,0.0
0.20993914807302083,0.5632306057385765,0.9999999999999999,0.12772312016865778,0.1363244176013805,0.12531969309462918,0.14036697247706423,0.15810634502223286,0.25042968658029413,0.0,0.0,1.0,0.0
0.20993914807302083,0.5632306057385765,0.9411764705882353,0.3362614195361911,0.3839516824849008,0.27493606138107424,0.344954128440367,0.19004446574540035,0.22966774471801216,0.0,0.0,1.0,0.0
0.20993914807302083,0.5632306057385765,0.9999999999999999,0.3778988053408292,0.41328731665228646,0.3724424552429668,0.40275229357798165,0.1945842319674096,0.21447085943737276,0.0,0.0,1.0,0.0
0.21095334685598388,0.5632306057385765,0.9215686274509803,0.3373155305692199,0.3511647972389991,0.32704603580562663,0.30550458715596335,0.17267087360545302,0.20419690882510952,0.0,0.0,1.0,0.0
0.21095334685598388,0.5621679064824656,0.9411764705882353,0.2904075895994378,0.3140638481449526,0.24008951406649617,0.3,0.11650291556833613,0.1924246737485579,0.0,0.0,1.0,0.0
0.21095334685598388,0.5621679064824656,0.9803921568627451,0.4678496134926212,0.4935289042277826,0.4012148337595908,0.48990825688073397,0.2969353249727082,0.20269862436082114,0.0,0.0,1.0,0.0
0.21095334685598388,0.5621679064824656,0.9411764705882353,0.21310611384399158,0.24158757549611737,0.18126598465473148,0.24036697247706423,0.13129376680778548,0.17594354464138562,0.0,0.0,1.0,0.0
0.21095334685598388,0.5621679064824656,0.9215686274509803,0.3155305692199578,0.3710094909404659,0.31457800511508954,0.3412844036697248,0.07951913092100009,0.19156851119753596,0.0,0.0,1.0,0.0
0.20993914807302083,0.5621679064824656,0.9999999999999999,0.2651089248067463,0.33477135461604834,0.2870843989769821,0.3678899082568808,0.12120243895944834,0.19028426737100304,0.0,0.0,1.0,0.0
0.21196754563894338,0.5621679064824656,0.9999999999999999,0.25790583274771606,0.2830025884383089,0.21930946291560105,0.281651376146789,0.3967436163697846,0.3775698254070518,0.0,0.0,1.0,0.0
0.21196754563894338,0.5621679064824656,0.9999999999999999,0.426914968376669,0.6151855047454702,0.4392583120204604,0.6366972477064221,0.2782304230902362,0.3446075671927072,0.0,0.0,1.0,0.0
0.21196754563894338,0.5621679064824656,0.9999999999999999,0.2921644413211525,0.3597929249352891,0.30147058823529416,0.3605504587155964,0.21272998375802116,0.30051519581507746,0.0,0.0,1.0,0.0
0.21196754563894338,0.5621679064824656,0.9803921568627451,0.1640899508081518,0.2666091458153581,0.1643222506393862,0.22660550458715598,0.10454775408046436,0.2889570013762813,0.0,0.0,1.0,0.0
